"parameter","comparison","n_pairs","df","statistic","p_value","p_corrected","cohens_d","significance"
"CAP4","Bilateral vs Sham",20,19,2.71843861757616,0.0136354472730572,0.0409063418191717,0.607861354156086,"**"
"CAP4","Bilateral vs Unilateral",20,19,1.05713300625844,0.303707291820501,0.911121875461503,0.236382126325258,""
"CAP4","Unilateral vs Sham",20,19,1.69840134441928,0.105749181586101,0.317247544758302,0.379774085919855,""
